Municipality,"(2017, 39)","(2017, 40)","(2017, 41)","(2017, 42)","(2017, 43)","(2017, 44)","(2017, 45)","(2017, 46)","(2017, 47)","(2017, 48)","(2017, 49)","(2017, 50)","(2017, 51)","(2017, 52)","(2018, 1)","(2018, 2)","(2018, 3)","(2018, 4)","(2018, 5)","(2018, 6)","(2018, 7)","(2018, 8)","(2018, 9)","(2018, 10)","(2018, 11)","(2018, 12)","(2018, 13)","(2018, 14)","(2018, 15)","(2018, 16)","(2018, 17)","(2018, 18)","(2018, 19)","(2018, 20)","(2018, 21)","(2018, 22)","(2018, 23)","(2018, 24)","(2018, 25)","(2018, 26)","(2018, 27)","(2018, 28)","(2018, 29)","(2018, 30)","(2018, 31)","(2018, 32)","(2018, 33)","(2018, 34)","(2018, 35)","(2018, 36)","(2018, 37)","(2018, 38)","(2018, 39)","(2018, 40)","(2018, 41)","(2018, 42)","(2018, 43)","(2018, 44)","(2018, 45)","(2018, 46)","(2018, 47)","(2018, 48)","(2018, 49)","(2018, 50)","(2018, 51)","(2018, 52)","(2019, 1)","(2019, 2)","(2019, 3)","(2019, 4)","(2019, 5)","(2019, 6)","(2019, 7)","(2019, 8)","(2019, 9)","(2019, 10)","(2019, 11)","(2019, 12)","(2019, 13)","(2019, 14)","(2019, 15)","(2019, 16)","(2019, 17)","(2019, 18)","(2019, 19)","(2019, 20)","(2019, 21)","(2019, 22)","(2019, 23)","(2019, 24)","(2019, 25)","(2019, 26)","(2019, 27)","(2019, 28)","(2019, 29)","(2019, 30)","(2019, 31)","(2019, 32)","(2019, 33)","(2019, 34)","(2019, 35)","(2019, 36)","(2019, 37)","(2019, 38)","(2019, 39)","(2019, 40)"
Kuusamo,2.6,4.8999999999999995,3.8,-0.5428571428571429,-2.557142857142857,-5.557142857142857,0.41428571428571426,-3.5,-6.6000000000000005,-1.9857142857142858,-6.857142857142857,-4.700000000000001,-4.871428571428571,-12.87142857142857,-5.149999999999999,-9.27142857142857,-11.714285714285714,-11.114285714285716,-13.742857142857144,-15.099999999999998,-7.242857142857143,-15.285714285714286,-13.042857142857144,-13.128571428571428,-8.471428571428572,-11.85,-8.120000000000001,-2.4571428571428577,-2.15,-2.6500000000000004,2.642857142857143,2.2714285714285714,10.942857142857145,12.985714285714284,11.950000000000001,11.828571428571427,5.571428571428572,10.700000000000001,11.828571428571427,11.9,15.12857142857143,18.22857142857143,21.428571428571423,19.314285714285713,22.733333333333334,16.34,12.357142857142858,10.62857142857143,11.414285714285713,9.985714285714286,9.22857142857143,8.271428571428572,2.4428571428571426,-0.1142857142857144,4.628571428571428,3.6285714285714286,-2.3714285714285714,-2.3142857142857145,0.8142857142857141,1.3857142857142857,-3.0428571428571423,-4.385714285714285,-3.9,-5.6,-11.014285714285714,-9.757142857142856,-10.216666666666667,-7.685714285714285,-12.642857142857142,-22.4,-18.52857142857143,-13.72857142857143,-5.957142857142857,-8.9,-7.357142857142856,-12.35714285714286,-6.257142857142858,-1.6999999999999995,-2.6999999999999993,-0.7142857142857143,-1.3142857142857145,2.8000000000000003,5.814285714285714,-0.1857142857142858,5.0857142857142845,7.142857142857143,5.671428571428572,7.528571428571429,15.514285714285714,11.742857142857144,13.885714285714286,10.928571428571429,11.328571428571427,9.799999999999999,12.785714285714286,19.800000000000004,8.242857142857144,9.485714285714284,13.600000000000003,12.457142857142857,15.128571428571428,12.457142857142856,9.957142857142857,2.6999999999999997,4.314285714285714,6.6
Savonlinna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kajaani,4.4,6.485714285714286,5.442857142857142,1.7714285714285711,-1.2142857142857142,-3.057142857142857,2.2285714285714286,-0.9285714285714285,-3.0857142857142854,-0.7000000000000001,-3.0428571428571423,-3.0285714285714285,-2.9571428571428577,-3.6142857142857143,-2.7375000000000003,-5.728571428571429,-10.057142857142859,-6.528571428571428,-10.314285714285715,-11.07142857142857,-7.257142857142857,-15.385714285714286,-12.785714285714283,-10.328571428571426,-6.642857142857143,-8.3,-5.957142857142858,-0.3857142857142856,1.8285714285714287,3.7857142857142856,4.728571428571429,3.942857142857143,13.114285714285716,14.742857142857144,15.3,14.6,7.557142857142858,14.428571428571429,13.414285714285713,13.557142857142853,16.357142857142858,19.6,22.985714285714288,21.471428571428568,21.2,18.057142857142853,14.857142857142856,13.685714285714285,13.528571428571428,13.557142857142859,10.657142857142858,10.957142857142857,4.5857142857142845,2.457142857142857,7.742857142857143,6.514285714285714,0.3142857142857142,0.4571428571428573,3.1142857142857143,3.771428571428572,-2.4,-4.299999999999999,-2.285714285714285,-4.514285714285714,-10.142857142857142,-6.371428571428571,-9.416666666666666,-5.299999999999999,-14.085714285714285,-19.771428571428572,-16.514285714285716,-8.414285714285715,-3.2000000000000006,-5.171428571428572,-4.457142857142857,-8.285714285714285,-3.757142857142857,0.42857142857142855,-0.0571428571428571,2.1571428571428575,0.10000000000000009,4.757142857142857,8.942857142857141,2.3714285714285714,6.9,10.214285714285714,9.37142857142857,10.085714285714285,18.54285714285714,14.142857142857142,16.67142857142857,12.857142857142856,14.114285714285714,11.142857142857144,14.571428571428571,20.885714285714283,10.457142857142857,12.357142857142858,14.62857142857143,13.414285714285715,17.057142857142857,13.428571428571429,11.485714285714286,4.514285714285715,5.671428571428572,8.95
Lohja,8.5,8.385714285714284,7.4,5.042857142857143,0.8571428571428571,2.6857142857142855,4.771428571428571,2.971428571428572,1.7142857142857142,2.142857142857143,1.0285714285714285,0.3,0.8714285714285712,1.1,1.1375,-2.7142857142857144,-6.371428571428572,-0.7714285714285712,-3.3142857142857136,-7.085714285714286,-3.6714285714285717,-14.200000000000001,-13.742857142857142,-4.214285714285714,-3.9428571428571426,-2.1,-3.5285714285714285,1.1285714285714286,3.557142857142857,6.414285714285714,6.128571428571429,8.414285714285715,14.414285714285715,16.67142857142857,16.785714285714285,17.428571428571427,12.64285714285714,17.000000000000004,14.342857142857143,16.085714285714285,16.1,19.942857142857143,22.41428571428571,23.114285714285717,22.542857142857144,19.04285714285714,16.885714285714283,15.6,15.100000000000003,16.6,13.414285714285713,13.614285714285714,8.257142857142856,6.685714285714286,10.185714285714285,9.257142857142858,3.442857142857143,5.371428571428572,5.671428571428571,6.271428571428571,-0.5142857142857143,-2.028571428571429,1.1285714285714286,-1.8,-4.171428571428571,-1.6571428571428573,-3.683333333333333,-1.5571428571428574,-6.771428571428572,-11.299999999999999,-3.757142857142857,-0.8285714285714286,1.042857142857143,-1.6142857142857143,-0.1285714285714285,-2.3000000000000003,-1.6999999999999997,2.1857142857142855,2.1714285714285713,4.571428571428571,1.3571428571428572,7.357142857142857,11.642857142857142,4.757142857142858,8.171428571428573,12.299999999999999,14.185714285714285,11.728571428571428,19.400000000000002,16.099999999999998,18.571428571428573,16.585714285714285,14.714285714285714,14.585714285714285,17.54285714285714,21.428571428571427,14.671428571428569,16.214285714285715,16.557142857142857,16.142857142857142,18.157142857142855,14.471428571428572,13.742857142857144,8.000000000000002,7.928571428571429,9.05
Kuopio,6.1,7.571428571428571,6.6571428571428575,3.3285714285714283,0.05714285714285715,-0.8428571428571426,3.5857142857142854,1.0142857142857142,-1.2142857142857142,0.3142857142857142,-1.285714285714286,-1.3142857142857145,-1.7571428571428573,-1.542857142857143,-1.5375,-4.485714285714285,-8.614285714285714,-5.200000000000001,-10.114285714285714,-9.428571428571429,-6.571428571428571,-15.885714285714286,-13.257142857142854,-8.414285714285715,-6.257142857142857,-6.642857142857143,-5.6428571428571415,0.7142857142857143,2.2714285714285714,4.228571428571429,5.0,6.228571428571429,13.4,15.900000000000002,17.0,16.414285714285715,9.242857142857144,16.17142857142857,15.042857142857143,15.257142857142856,16.27142857142857,19.814285714285717,23.657142857142855,22.87142857142857,22.2,18.8,16.67142857142857,15.171428571428569,14.957142857142857,14.971428571428573,11.928571428571429,12.114285714285716,5.857142857142857,3.7,9.114285714285714,7.9,1.4285714285714286,2.7428571428571424,4.057142857142857,4.828571428571429,-1.7428571428571427,-3.4714285714285715,-1.0,-4.071428571428571,-9.428571428571429,-4.957142857142856,-8.416666666666668,-4.142857142857143,-11.799999999999999,-18.38571428571429,-15.128571428571428,-5.1571428571428575,-1.3142857142857138,-3.1142857142857143,-2.557142857142857,-5.3,-3.7714285714285714,1.6285714285714286,1.3714285714285714,4.071428571428571,0.22857142857142865,5.371428571428571,10.071428571428571,3.900000000000001,7.9142857142857155,11.428571428571429,10.385714285714286,11.428571428571429,20.014285714285712,14.857142857142858,19.414285714285715,14.228571428571428,15.414285714285713,12.085714285714285,16.771428571428572,21.628571428571426,11.671428571428573,14.771428571428574,16.2,15.014285714285714,17.685714285714287,14.62857142857143,12.414285714285713,5.485714285714286,6.485714285714287,8.9
Pieksämäki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Varkaus,6.9,7.614285714285715,6.642857142857143,3.6714285714285713,0.24285714285714288,-0.8714285714285713,3.628571428571429,1.2714285714285711,-1.014285714285714,0.35714285714285715,-1.0857142857142859,-1.2571428571428573,-1.5,-1.0,-1.15,-4.385714285714285,-8.3,-5.228571428571429,-9.542857142857143,-9.257142857142858,-7.0,-15.314285714285713,-15.9,-8.47142857142857,-5.314285714285714,-6.314285714285716,-6.485714285714286,1.1714285714285713,2.557142857142857,4.557142857142858,4.957142857142857,6.8999999999999995,13.4,15.600000000000003,17.028571428571432,16.928571428571427,9.771428571428572,16.585714285714285,15.571428571428571,15.928571428571429,15.87142857142857,20.171428571428574,23.642857142857142,22.942857142857143,22.528571428571432,19.085714285714285,16.942857142857143,16.114285714285714,15.057142857142855,15.12857142857143,12.27142857142857,12.442857142857141,5.971428571428572,4.128571428571428,9.0,7.714285714285714,1.7857142857142854,2.8285714285714287,4.014285714285714,4.7142857142857135,-1.9285714285714286,-3.9571428571428564,-1.1714285714285713,-3.9571428571428577,-9.414285714285715,-5.285714285714286,-7.933333333333333,-4.342857142857143,-10.685714285714287,-17.814285714285717,-13.5,-3.814285714285714,-0.7857142857142857,-2.857142857142857,-2.3428571428571425,-4.757142857142858,-3.6142857142857143,1.742857142857143,1.7857142857142858,3.671428571428571,-0.1142857142857142,5.128571428571428,9.742857142857144,4.2142857142857135,8.114285714285714,11.657142857142857,11.042857142857143,11.742857142857144,19.61428571428571,14.757142857142856,19.885714285714283,15.057142857142859,15.714285714285717,12.414285714285713,17.485714285714288,21.771428571428572,11.942857142857141,14.957142857142857,16.25714285714286,14.899999999999997,17.614285714285714,14.9,12.799999999999999,5.7857142857142865,6.542857142857143,9.25
Kangasala,8.1,8.071428571428573,7.042857142857142,4.5857142857142845,0.6857142857142856,2.0714285714285716,4.4,2.314285714285714,1.157142857142857,1.6714285714285713,-3.172065784643304e-17,-0.24285714285714288,0.0,0.2571428571428572,-0.2749999999999999,-3.1428571428571432,-7.671428571428571,-2.2571428571428576,-6.714285714285714,-7.457142857142857,-3.5285714285714285,-14.4,-14.814285714285713,-4.9571428571428555,-5.214285714285714,-2.3428571428571425,-3.985714285714286,1.8285714285714287,4.414285714285714,7.3999999999999995,5.971428571428571,7.957142857142856,15.814285714285713,17.342857142857145,17.914285714285715,17.714285714285715,11.928571428571429,17.099999999999998,14.542857142857143,16.557142857142853,16.314285714285713,21.17142857142857,24.38571428571429,25.32857142857143,23.614285714285717,19.3,17.557142857142857,16.02857142857143,15.400000000000002,16.857142857142858,13.128571428571432,13.042857142857143,7.557142857142857,6.328571428571428,10.471428571428572,9.071428571428571,2.5714285714285716,4.242857142857143,5.642857142857143,5.828571428571428,-0.8714285714285713,-1.9857142857142855,0.6285714285714287,-2.2142857142857144,-4.714285714285714,-1.8571428571428572,-4.1499999999999995,-2.5714285714285716,-7.642857142857144,-11.400000000000002,-8.814285714285713,-2.0571428571428574,0.7857142857142858,-1.614285714285715,-1.1142857142857143,-3.8,-2.028571428571429,2.442857142857143,2.5428571428571423,5.5857142857142845,0.6714285714285715,7.3999999999999995,12.0,5.014285714285714,8.342857142857143,12.642857142857142,14.828571428571427,11.857142857142858,20.857142857142858,15.700000000000001,19.599999999999998,16.24285714285714,15.371428571428572,15.057142857142855,18.857142857142858,23.957142857142856,14.742857142857142,17.65714285714286,17.314285714285713,16.857142857142858,19.785714285714285,14.457142857142856,13.62857142857143,7.671428571428573,8.000000000000002,8.9
Pirkkala,7.5,7.428571428571428,6.057142857142858,3.2285714285714286,0.014285714285714266,1.0285714285714287,3.685714285714286,1.6142857142857143,0.7142857142857143,1.1428571428571428,-0.7571428571428571,-0.7,-0.7000000000000001,-0.4428571428571428,-0.725,-4.071428571428571,-8.457142857142857,-2.7428571428571416,-6.685714285714286,-7.8428571428571425,-4.2,-15.014285714285714,-15.842857142857143,-5.757142857142859,-5.357142857142856,-3.1714285714285717,-5.6000000000000005,0.9857142857142858,3.385714285714286,6.885714285714285,4.766666666666667,7.642857142857143,15.02857142857143,16.3,16.7,16.685714285714287,10.971428571428573,15.52,13.116666666666667,15.77142857142857,16.028571428571432,19.685714285714287,22.685714285714283,23.842857142857138,22.38571428571429,18.1,16.342857142857145,15.142857142857142,13.87142857142857,15.728571428571428,12.042857142857143,12.457142857142856,6.299999999999999,4.7,9.614285714285714,8.1,1.7,3.5857142857142854,5.128571428571428,5.357142857142857,-2.7142857142857144,-2.9142857142857146,-1.1,-4.38,-5.485714285714286,-2.742857142857143,-4.866666666666666,-3.4999999999999996,-8.971428571428572,-12.683333333333332,-8.785714285714286,-2.4,1.427429603089487e-16,-2.5571428571428565,-1.4428571428571428,-4.557142857142858,-2.4285714285714293,1.7428571428571427,1.6,4.6571428571428575,-0.5833333333333334,7.1499999999999995,11.271428571428572,4.028571428571429,7.642857142857144,11.485714285714286,14.014285714285716,10.842857142857143,19.642857142857142,14.657142857142857,18.285714285714285,15.185714285714285,13.985714285714286,13.857142857142858,16.84285714285714,21.928571428571427,13.200000000000001,15.87142857142857,15.985714285714284,15.35714285714286,18.357142857142858,13.385714285714286,12.985714285714284,6.142857142857143,6.128571428571428,8.25
Raahe,5.6,7.557142857142856,6.1000000000000005,3.885714285714286,0.2285714285714286,0.5428571428571428,3.8000000000000003,0.5428571428571429,-1.4571428571428573,0.8571428571428571,-0.5714285714285715,-1.2428571428571427,-0.41428571428571426,-3.7000000000000006,-1.5624999999999998,-2.7285714285714286,-9.342857142857142,-5.742857142857142,-11.214285714285714,-8.714285714285714,-5.485714285714286,-14.528571428571427,-10.428571428571429,-6.857142857142857,-6.871428571428572,-7.0857142857142845,-6.785714285714285,-1.5285714285714285,-1.2688263138573217e-16,2.1714285714285717,3.7,4.457142857142856,10.62857142857143,10.442857142857141,11.271428571428572,11.528571428571427,9.27142857142857,13.314285714285713,12.671428571428573,13.514285714285714,15.914285714285715,19.471428571428568,23.857142857142858,22.228571428571424,22.371428571428574,18.37142857142857,15.985714285714286,14.257142857142858,14.685714285714283,14.385714285714286,13.171428571428573,12.62857142857143,7.857142857142857,5.385714285714286,9.257142857142856,8.1,1.6285714285714281,1.9857142857142858,5.042857142857143,5.085714285714286,2.242857142857143,-0.21428571428571425,-0.21428571428571427,-1.5714285714285714,-8.5,-1.657142857142857,-4.383333333333334,-2.5142857142857147,-11.271428571428572,-17.57142857142857,-13.87142857142857,-7.400000000000001,-2.885714285714286,-3.4857142857142853,-3.8,-7.871428571428573,-3.0,0.5714285714285714,-0.6857142857142858,1.7285714285714284,-0.6428571428571429,2.442857142857143,5.371428571428571,2.042857142857143,6.542857142857144,7.271428571428572,9.4,8.428571428571429,15.200000000000001,12.414285714285713,14.671428571428573,12.857142857142858,13.414285714285715,13.2,15.071428571428571,20.67142857142857,11.542857142857143,13.057142857142859,15.285714285714286,14.442857142857141,17.6,13.642857142857142,12.842857142857143,7.271428571428571,8.071428571428573,10.399999999999999
Lahti,,,,,,,,,,,,,,,-3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.674999999999997,15.599999999999998,15.114285714285716,16.071428571428573,12.614285714285714,12.571428571428571,6.757142857142857,5.0,9.542857142857143,7.914285714285714,2.042857142857143,4.085714285714286,4.885714285714285,5.285714285714285,-1.8285714285714285,-3.642857142857143,-0.1857142857142858,-3.1714285714285713,-5.928571428571429,-2.885714285714286,-5.55,-3.4857142857142853,-7.985714285714287,-13.1,-7.314285714285714,-4.8,2.4666666666666663,-2.4857142857142853,-1.2428571428571427,-3.685714285714286,-2.5714285714285707,1.6571428571428573,2.0285714285714285,4.271428571428571,1.042857142857143,7.114285714285714,12.0,4.6000000000000005,8.057142857142855,12.728571428571428,14.257142857142856,11.514285714285716,20.557142857142853,15.828571428571427,19.599999999999998,16.314285714285713,14.657142857142858,13.785714285714286,18.514285714285712,23.3,13.542857142857143,16.314285714285713,16.114285714285717,15.22857142857143,17.84285714285714,13.571428571428571,12.928571428571429,6.6000000000000005,6.614285714285714,8.649999999999999
Kitee,7.0,6.885714285714286,6.171428571428571,2.485714285714286,-0.7000000000000001,-1.3428571428571427,3.1714285714285713,0.6714285714285715,-2.228571428571428,-0.014285714285714266,-1.8714285714285717,-0.6142857142857144,-1.5857142857142856,-1.4571428571428573,-0.9875,-6.828571428571429,-7.885714285714286,-6.399999999999999,-10.571428571428571,-8.757142857142856,-7.114285714285714,-14.914285714285715,-18.085714285714285,-10.87142857142857,-5.585714285714287,-7.414285714285714,-7.328571428571429,1.042857142857143,1.6714285714285713,3.6571428571428575,3.857142857142857,6.657142857142857,12.214285714285714,14.557142857142859,16.02857142857143,14.828571428571431,8.314285714285715,14.828571428571431,15.171428571428569,15.214285714285714,14.857142857142856,18.314285714285713,21.457142857142856,20.67142857142857,19.228571428571428,17.857142857142858,15.642857142857142,14.642857142857142,14.385714285714284,13.857142857142858,11.299999999999999,12.614285714285714,5.485714285714286,3.1571428571428575,8.17142857142857,6.985714285714287,0.38571428571428557,0.7714285714285714,3.0,3.7857142857142856,-2.185714285714286,-4.500000000000001,-1.8000000000000005,-5.814285714285715,-9.87142857142857,-5.871428571428572,-9.1,-5.371428571428572,-10.785714285714286,-17.7,-14.214285714285714,-4.142857142857143,-1.4571428571428573,-4.128571428571428,-3.2285714285714286,-5.1000000000000005,-3.342857142857143,1.0571428571428572,1.3571428571428572,2.542857142857143,-0.15714285714285717,3.5714285714285716,7.871428571428571,4.014285714285714,8.514285714285714,10.571428571428571,10.285714285714286,11.142857142857142,18.728571428571428,13.885714285714284,18.8,13.857142857142858,15.071428571428573,10.142857142857142,14.485714285714286,17.95714285714286,10.214285714285714,11.6,14.22857142857143,14.214285714285712,15.857142857142858,13.700000000000001,11.814285714285713,4.114285714285715,5.671428571428572,9.2
Uusikaupunki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sastamala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
